objectid,filename,youtubeid,title,format,description,creator,recipient,date,item_information,subject,location,latitude,longitude,related_publication,publisher-digital,source,findingaid,original-identifier,identifier,rights,rightsstatement,type,language
blackworld081,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA52#v=onepage&q&f=false,,Pink Ladies in the Afternoon,application/pdf,"A poetical review of Naomi Long Madgett's poetry collection, ""Pink Ladies in the Afternoon."" The review is written as a poem itself, with prose interjected here and there to tie the review together.",Dudley Randall,,1974.09,,"Book Review, Poetry","Detroit, Michigan",,,,Google Books,Johnson Publishing,1974.09.52.23.11,,1974.09.52.23.11,,,Image;StillImage,
blackworld082,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA54#v=onepage&q&f=false,,"Sound Awareness, Brother Ahh, Strata East SES-19731",application/pdf,"A review of the recent compliation album ""Sound Awareness."" This album was an anthology of music created by various African American musicians.",Ron Welburn,,1974.09,,"Music Review, African American Music","Amherst, Massachusetts",,,,Google Books,Johnson Publishing,1974.09.54.23.11,,1974.09.54.23.11,,,Image;StillImage,
blackworld083,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA56#v=onepage&q&f=false,,Between Ourselves,application/pdf,A poem about the author's ancestors and their experiences with Slavery,Audre Lorde,,1974.09,,"Poetry, African History","Elmina, Ghana",,,,Google Books,Johnson Publishing,1974.09.56.23.11,,1974.09.56.23.11,,,Image;StillImage,
blackworld084,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA58#v=onepage&q&f=false,,Early Morning Vibrations,application/pdf,A poem about walking in the early morning,Celeste,,1974.09,,Poetry,,,,,Google Books,Johnson Publishing,1974.09.58.23.11,,1974.09.58.23.11,,,Image;StillImage,
blackworld085,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA58#v=onepage&q&f=false,,For Those Who Stand and Wait,application/pdf,A poem about Black protest.,R. Ernest Holmes,,1974.09,,"Poetry, Civil Rights",,,,,Google Books,Johnson Publishing,1974.09.58.23.11,,1974.09.58.23.11,,,Image;StillImage,
blackworld086,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA59#v=onepage&q&f=false,,Body Food,application/pdf,A poem about Black identity.,Gerald Barrax,,1974.09,,"Poetry, Black Identity","Durham, North Carolina",,,,Google Books,Johnson Publishing,1974.09.59.23.11,,1974.09.59.23.11,,,Image;StillImage,
blackworld087,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA60#v=onepage&q&f=false,,Complement,application/pdf,A descriptive poem about Nature.,Johari Amini,,1974.09,,Poetry,"Philadelphia, Pennyslvania",,,,Google Books,Johnson Publishing,1974.09.60.23.11,,1974.09.60.23.11,,,Image;StillImage,
blackworld088,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA60#v=onepage&q&f=false,,Untitled,application/pdf,A poem about struggle.,Johari Amini,,1974.09,,Poetry,"Philadelphia, Pennyslvania",,,,Google Books,Johnson Publishing,1974.09.60.23.11,,1974.09.60.23.11,,,Image;StillImage,
blackworld089,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA61#v=onepage&q&f=false,,Unity,application/pdf,A poem about unity and growth.,Johari Amini,,1974.09,,Poetry,"Philadelphia, Pennyslvania",,,,Google Books,Johnson Publishing,1974.09.61.23.11,,1974.09.61.23.11,,,Image;StillImage,
blackworld090,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA62#v=onepage&q&f=false,,Untitled,application/pdf,A poem about loving a Black man.,Jane Phillips,,1974.09,,Poetry,"Los Angeles, California",,,,Google Books,Johnson Publishing,1974.09.62.23.11,,1974.09.62.23.11,,,Image;StillImage,
blackworld091,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA63#v=onepage&q&f=false,,Dear Miss Lucas,application/pdf,A poem setting a scene about a Black woman in New Orleans,Tom Dent,,1974.09,,Poetry,"New Orleans, Louisiana",,,,Google Books,Johnson Publishing,1974.09.63.23.11,,1974.09.63.23.11,,,Image;StillImage,
blackworld092,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA64#v=onepage&q&f=false,,On Joining the Bourgeousie,application/pdf,A poem about ignoring one's Black identity for the sake of accumulating wealth.,Jinaki,,1974.09,,Poetry,"Los Angeles, California",,,,Google Books,Johnson Publishing,1974.09.64.23.11,,1974.09.64.23.11,,,Image;StillImage,
blackworld093,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA65#v=onepage&q&f=false,,Miss Jane (for Cicely Tyson),application/pdf,A ode poem to a elderly woman.,Sterling D. Plumpp,,1974.09,,Poetry,"Chicago, Illinois",,,,Google Books,Johnson Publishing,1974.09.65.23.11,,1974.09.65.23.11,,,Image;StillImage,
blackworld094,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA66#v=onepage&q&f=false,,El Hajj Malik's Audience,application/pdf,A poem about an elderly Muslim man giving advice to a younger man.,David Henderson,,1974.09,,Poetry,"Berkeley, California",,,,Google Books,Johnson Publishing,1974.09.67.23.11,,1974.09.67.23.11,,,Image;StillImage,
blackworld095,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA70#v=onepage&q&f=false,,Soul Reach,application/pdf,A poem about dreams and desires.,Dudley Randall,,1974.09,,Poetry,"Detriot, Michigan",,,,Google Books,Johnson Publishing,1974.09.70.23.11,,1974.09.70.23.11,,,Image;StillImage,
blackworld096,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA70#v=onepage&q&f=false,,Blues Man Poem,application/pdf,"A poem about a man who aspires to be a ""Blues"" man.",Larry Thompson,,1974.09,,Poetry,,,,,Google Books,Johnson Publishing,1974.09.70.23.11,,1974.09.70.23.11,,,Image;StillImage,
blackworld097,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA71#v=onepage&q&f=false,,Untitled,application/pdf,A poem about the Civil War.,Brenda Torres,,1974.09,,Poetry,,,,,Google Books,Johnson Publishing,1974.09.71.23.11,,1974.09.71.23.11,,,Image;StillImage,
blackworld098,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA72#v=onepage&q&f=false,,From Conversations,application/pdf,A poem about a girl called Jamaica.,Alfred L. Woods,,1974.09,,Poetry,"Chicago, Illinois",,,,Google Books,Johnson Publishing,1974.09.72.23.11,,1974.09.72.23.11,,,Image;StillImage,
blackworld099,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA73#v=onepage&q&f=false,,Ghosts of Guinea,application/pdf,An abstact poem about the African slave trade.,Verna Taylor Hamilton,,1974.09,,Poetry,"Conakry, Guinea",,,,Google Books,Johnson Publishing,1974.09.74.23.11,,1974.09.74.23.11,,,Image;StillImage,
blackworld100,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA74#v=onepage&q&f=false,,Sampling,application/pdf,A poem about a journey across the equator,Nonna Heath Cox,,1974.09,,Poetry,,,,,Google Books,Johnson Publishing,1974.09.74.23.11,,1974.09.74.23.11,,,Image;StillImage,
blackworld101,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA75#v=onepage&q&f=false,,Trane (For John Coltrane),application/pdf,A poem honoring the memory of John Coltrane.,J. Micheal Smith,,1974.09,,Poetry,,,,,Google Books,Johnson Publishing,1974.09.75.23.11,,1974.09.75.23.11,,,Image;StillImage,
blackworld102,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA75#v=onepage&q&f=false,,Space Worried,application/pdf,A poem about death.,Birdie Williams,,1974.09,,Poetry,,,,,Google Books,Johnson Publishing,1974.09.75.23.11,,1974.09.75.23.11,,,Image;StillImage,
blackworld103,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA76#v=onepage&q&f=false,,Spring,application/pdf,A poem about springtime.,Julia Fields,,1974.09,,Poetry,"Edinburgh, Scotland",,,,Google Books,Johnson Publishing,1974.09.76.23.11,,1974.09.76.23.11,,,Image;StillImage,
blackworld104,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA78#v=onepage&q&f=false,,For Third World Queens Especially Debra,application/pdf,A poem about African female identity.,Warren Foulks,,1974.09,,Poetry,"Chicago, Illinois",,,,Google Books,Johnson Publishing,1974.09.78.23.11,,1974.09.78.23.11,,,Image;StillImage,
blackworld105,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA80#v=onepage&q&f=false,,Report on a Poetry Festival: Melvin A. Butler Third Annual Memorial,application/pdf,"This article is a report on Southern University's annual Black poetry festival, in honor of Melvin A. Butler. The festival included contributions from Dudley Randall, Audre Lorde, Pinkie Gordon Lane and others.",Jerry Ward,,1974.09,,"Poetry,","Baton Rouge, Louisiana",,,,Google Books,Johnson Publishing,1974.09.80.23.11,,1974.09.80.23.11,,,Image;StillImage,
blackworld106,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA83#v=onepage&q&f=false,,Wanted: Women Engineers,application/pdf,An announcement that Stephens College is recruiting Black female engineering students.,,,1974.09,,"Engineering, Black female colleges","Columbia, Missouri",,,,Google Books,Johnson Publishing,1974.09.83.23.11,,1974.09.83.23.11,,,Image;StillImage,
blackworld107,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA83#v=onepage&q&f=false,,First W.E.B. Du Bois Conference Scheduled,application/pdf,"An announcement of the first WEB Du Bois conference, held at Atlanta University. The conference planned to cover the life and work of WEB Du Bois.",,,1974.09,,"History, WEB Du Bois","Atlanta, Georgia",,,,Google Books,Johnson Publishing,1974.09.83.23.11,,1974.09.83.23.11,,,Image;StillImage,
blackworld108,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA85#v=onepage&q&f=false,,After The Killing,application/pdf,"A book review of Dudley Randall's poetry collection ""After the Killing."" The review is very positive towards the book.",Frank Marshall Davis,,1974.09,,"Book Reviews, Poetry","Chicago, Illinois",,,,Google Books,Johnson Publishing,1974.09.85.23.11,,1974.09.85.23.11,,,Image;StillImage,
blackworld109,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA86#v=onepage&q&f=false,,Songs From an Afro/Phone: Belly Song,application/pdf,"A book review of Eugene Redmond's book ""Song from an Afro Phone,"" and Etheridge Knight's book, ""Belly Song."" The review is postive, and includes excerpts of the authors' poetry.",Ahmos Zu-Bolton,,1974.09,,"Book Reviews, Poetry","New Orleans, Louisiana",,,,Google Books,Johnson Publishing,1974.09.86.23.11,,1974.09.86.23.11,,,Image;StillImage,
blackworld110,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA87#v=onepage&q&f=false,,Hofu Ni Kwenu,application/pdf,"A book review of Kalamu ya Saalam's book ""Hofu Ni Kwenu,"" a poetry and essay collection. Themes of the book including Black nationalism and resistance.",Charles H. Rowell,,1974.09,,"Book Reviews, Black Nationalism","Baton Rouge, Louisiana",,,,Google Books,Johnson Publishing,1974.09.87.23.11,,1974.09.87.23.11,,,Image;StillImage,
blackworld111,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PA91#v=onepage&q&f=false,,Guests in the Promised Land,application/pdf,"A book review of Kristen Hunter's ""Guests in the Promised Land."" The book is a short story collection with themes of growing up.",Huel Perkins,,1974.09,,Book Reivews,"Baton Rouge, Louisiana",,,,Google Books,Johnson Publishing,1974.09.91.23.11,,1974.09.91.23.11,,,Image;StillImage,
blackworld112,https://books.google.com/books?id=zjkDAAAAMBAJ&lpg=PP1&pg=PT3#v=onepage&q&f=false,,When is a Black Man Not an African?,application/pdf,"A anonymous piece reflecting on African Americans connection to Africa, and how the Trans-Atlantic Slave Trade interupted that",,,1974.09,,"History, Trans-Atlantic Slavery Trade, Afro-Centrism",,,,,Google Books,Johnson Publishing,1974.09.100.23.11,,1974.09.100.23.11,,,Image;StillImage,
blackworld113,https://books.google.com/books?id=uzkDAAAAMBAJ&lpg=PA1&rview=1&pg=PA4#v=onepage&q&f=false,,The Responsibilities of Pan Africanism,application/pdf,"This article is about the 'moral responsibilities' of Pan Africanism. This meaning what Pan Africanism as a movement will do to benefit Black folks globally. Nyerere discusses what the use of conferences have on the topic, and the economic state of Black people globally.",Mwalimu Julius K. Nyerere,,1974.10.,,Pan Africanism,"Dodoma, Tanzania",,,,Google Books,Johnson Publishing,1974.10.04.23.12,,1974.10.04.23.12,,,Image;StillImage,
blackworld114,https://books.google.com/books?id=uzkDAAAAMBAJ&lpg=PA1&rview=1&pg=PA9#v=onepage&q&f=false,,sometimes I think of Maryland,application/pdf,A poem about growing up in Maryland,Jodi Braxton,,1974.10.,,Poetry,"Lakeland, Maryland",,,,Google Books,Johnson Publishing,1974.10.09.23.12,,1974.10.09.23.12,,,Image;StillImage,
blackworld115,https://books.google.com/books?id=uzkDAAAAMBAJ&lpg=PA1&rview=1&pg=PA10#v=onepage&q&f=false,,Part 1: Black Politics Series,application/pdf,"This article is a thinkpiece on the Civil Rights movement in the United States. Themes include the Little Rock 9, Black nationalism, SNCC, Freedom Rides, and more. The article also discusses writers Charles V. Hamilton and Stokely Carmicheal.",Harold W. Cruse,,1974.10.,,Civil Rights Movement,"Little Rock, Arkansas",,,,Google Books,Johnson Publishing,1974.10.10.23.12,,1974.10.10.23.12,,,Image;StillImage,
blackworld116,https://books.google.com/books?id=uzkDAAAAMBAJ&lpg=PA1&rview=1&pg=PA18#v=onepage&q&f=false,,African Liberation Day: An Assessment,application/pdf,"This article is about the failure of African Liberation Day 1974. The idea dated back to 1972, and had Pan Africanist views. Salaam concludes internal conflict within the organization caused the event to fall apart.",Kalamu Ya Salaam,,1974.10.,,"Pan Africanism, African History","New Orleans, Louisiana",,,,Google Books,Johnson Publishing,1974.10.18.23.12,,1974.10.18.23.12,,,Image;StillImage,
blackworld117,https://books.google.com/books?id=uzkDAAAAMBAJ&lpg=PA1&rview=1&pg=PA36#v=onepage&q&f=false,,"Enemy: From the White Left, White Right and In Between",application/pdf,"In this article, Madhubuti criticizes the communist movement and believes that it will not help African Americans rid the world of racism. He makes observesations that communism also consolidates power in the hands of the few, and Marxism's philosophy is nowhere near universal.",Haki R. Madhubuti,,1974.10.,,"Marxism, Communism","Chicago, Illinois",,,,Google Books,Johnson Publishing,1974.10.36.23.12,,1974.10.36.23.12,,,Image;StillImage,
blackworld118,https://books.google.com/books?id=uzkDAAAAMBAJ&lpg=PA1&rview=1&pg=PA48#v=onepage&q&f=false,,Sweet Earth Flying,application/pdf,"An album review of Marion Brown's Sweet Earth Flying. The review comments not just on the music, but the album cover, packaging, etc.",Linn Washington,,1974.10.,,"Jazz, Black Musicians","Boston, Massachusetts",,,,Google Books,Johnson Publishing,1974.10.48.23.12,,1974.10.48.23.12,,,Image;StillImage,
blackworld119,https://books.google.com/books?id=uzkDAAAAMBAJ&lpg=PA1&rview=1&pg=PA49#v=onepage&q&f=false,,Another Fork in the Road,application/pdf,This article continues the theme of Communism not being an affective force to gain Black Civil Rights. The article also discusses other Civil Rights leader's work like John Lewis with SNCC and Jesse Jackson with PUSH.,Hoyt Fuller,,1974.10.,,"Civil Rights Movement, Marxism, Communism, NAACP","Chicago, Illinois",,,,Google Books,Johnson Publishing,1974.10.49.23.12,,1974.10.49.23.12,,,Image;StillImage,
blackworld120,https://books.google.com/books?id=uzkDAAAAMBAJ&lpg=PA1&rview=1&pg=PA51#v=onepage&q&f=false,,Books Noted: In Love and Trouble,application/pdf,A book review of Alice Walker's In Love and Trouble. Washington commends the mutlifaceted narrative of the book and delved into how Walker writes female characters.,Mary Helen Washington,,1974.10.,,"Book Reviews, Feminism","Detroit, Michigan",,,,Google Books,Johnson Publishing,1974.10.51.23.12,,1974.10.51.23.12,,,Image;StillImage,
blackworld121,https://books.google.com/books?id=uzkDAAAAMBAJ&lpg=PA1&rview=1&pg=PA52#v=onepage&q&f=false,,Angolan Note,application/pdf,A short note telling readers of the meeting between Angolan rebels to discuss independence from Portugal.,,,1974.10.,,African History,"Bukavu, Democratic Republic of Congo",,,,Google Books,Johnson Publishing,1974.10.52.23.12,,1974.10.52.23.12,,,Image;StillImage,
blackworld122,https://books.google.com/books?id=uzkDAAAAMBAJ&lpg=PA1&rview=1&pg=PA53#v=onepage&q&f=false,,be this as we may,application/pdf,A poem about the cycle of life and religion.,Angela Jackson,,1974.10.,,Poetry,"Chicago, Illinois",,,,Google Books,Johnson Publishing,1974.10.53.23.12,,1974.10.53.23.12,,,Image;StillImage,
blackworld123,https://books.google.com/books?id=uzkDAAAAMBAJ&lpg=PA1&rview=1&pg=PA56#v=onepage&q&f=false,,Angola: Unity and Struggle,application/pdf,"An interview with Antonio Fernandes and Jorge Sangumba, 2 represenatives from UNITA, (The National Union for the Total Independence of Angola.) Black World, Fenandes and Sangumba discuss the conflict in Angola, as well as communism, the coup in Portugal, and more.","Antonio Fernandes, Jorge Sangumba",,1974.10.,,"African History, Portuguese Africa, Interviews, Anti-Colonialism, Marxism, Communism","Luanda, Angola",,,,Google Books,Johnson Publishing,1974.10.56.23.12,,1974.10.56.23.12,,,Image;StillImage,
blackworld124,https://books.google.com/books?id=uzkDAAAAMBAJ&lpg=PA1&rview=1&pg=PA70#v=onepage&q&f=false,,Sidelights on a Journey to a Historic Congress,application/pdf,"A series of diary entries by Fuller of his time going to the Sixth Pan Africanist Congress in Dar es Salaam, Tanzania. Themes of the conference and article include tensions between Marxists and Black Nationalists, tension between Angolan rebels, imperialism, and more.",Hoyt Fuller,,1974.10.,,"PanAfricanism, Marxism, Communism, Angolan History, Imperialism,","Der Es Salaam, Tanzania",,,,Google Books,Johnson Publishing,1974.10.70.23.12,,1974.10.70.23.12,,,Image;StillImage,
blackworld125,https://books.google.com/books?id=uzkDAAAAMBAJ&lpg=PA1&rview=1&pg=PA89#v=onepage&q&f=false,,Musikarudzi,application/pdf,"A poem about a girl attempting to survive harsh conditions, while she calls on her ancestors and spirits to protect her.",Sandra Kamuskiri,,1974.10.,,"African Mythology, Poetry","Harare, Zimbabwe",,,,Google Books,Johnson Publishing,1974.10.89.23.12,,1974.10.89.23.12,,,Image;StillImage,
blackworld126,https://books.google.com/books?id=uzkDAAAAMBAJ&lpg=PA1&rview=1&pg=PT3#v=onepage&q&f=false,,When is a Black Man Not an African?,application/pdf,"A anonymous piece reflecting on African Americans connection to Africa, and how the Trans-Atlantic Slave Trade interupted that",,,1974.10.,,"History, Trans-Atlantic Slavery Trade, Afro-Centrism",,,,,Google Books,Johnson Publishing,1974.10.100.23.12,,1974.10.100.23.12,,,Image;StillImage,
blackworld127,https://books.google.com/books?id=t7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA4#v=onepage&q&f=false,,The Little Rock National Black Political Convention,application/pdf,"This article reports on the Little Rock National Political Convention, which started in the October 1974 issue. Topics include the Civil Rights Movement, Marxism and more.",Harold Cruse,,1974.11,,"Marxism, Civil Rights Movement, Grassroots Organizing, Black Nationalism, NAACP, Pan-Africanism","Little Rock, Arkansas",,,,Google Books,Johnson Publishing,1974.11.04.24.01,,1974.11.04.24.01,,,Image;StillImage,
blackworld128,https://books.google.com/books?id=t7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA22#v=onepage&q&f=false,,Rasheid Ali's Survival Record Company,application/pdf,"This article is about the creation of Survival Records, a Jazz record company in New York City. The man behind the operation was percussionist Rasheid Ali",Ron Welburn,,1974.11,,"Black Musicians, Jazz","New York City, New York",,,,Google Books,Johnson Publishing,1974.11.22.24.01,,1974.11.22.24.01,,,Image;StillImage,
blackworld129,https://books.google.com/books?id=t7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA23#v=onepage&q&f=false,,Tribe Records,application/pdf,"A notice of the release of two records from Tribe Records, a jazz record producer. The two records are ""The Tribe Presents,"" a jazz compilation album, and ""Gemini II"" by Marcus Belgrave.",CAP,,1974.11,,"Black Musicians, Jazz","Detroit, Michigan",,,,Google Books,Johnson Publishing,1974.11.23.24.01,,1974.11.23.24.01,,,Image;StillImage,
blackworld130,https://books.google.com/books?id=t7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA24#v=onepage&q&f=false,,"Nationalism, Pan Africanism, and Socialism",application/pdf,"This article is a history of African imperalism, slavery and socialism. The works of Vladimir Lenin have prominence throughout the article and guide the direction of Baraka's thesis.",Imamu Amiri Baraka,,1974.11,,"Socialism, Black Nationalism, Pan-Africanism, Communism, Marxism","Newark, New Jersey",,,,Google Books,Johnson Publishing,1974.11.24.24.01,,1974.11.24.24.01,,,Image;StillImage,
blackworld131,https://books.google.com/books?id=t7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA34#v=onepage&q&f=false,,Towards Pan Africansim,application/pdf,"This article is an overview of the 11th meeting of Organization of African Unity leaders in Mogadishu, Somalia. Topics of discussion include the military coup in Portugal and it's affects on Portuguese Africa, the Yom Kippur war, and conflicts over oil.",Olu Akaraogun,,1974.11,,"Pan Africanism, War,","Mogadishu, Somalia",,,,Google Books,Johnson Publishing,1974.11.33.24.01,,1974.11.33.24.01,,,Image;StillImage,
blackworld132,https://books.google.com/books?id=t7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA39#v=onepage&q&f=false,,Freedom Dawns for Namibia,application/pdf,A report on South Africa's decision to allow Namibia to be an independant country.,,,1974.11,,African History,"Windhoek, Namibia",,,,Google Books,Johnson Publishing,1974.11.39.24.01,,1974.11.39.24.01,,,Image;StillImage,
blackworld133,https://books.google.com/books?id=t7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA40#v=onepage&q&f=false,,Eulogy for the Massacred Soledad and Attica Prison Brothers,application/pdf,"An article memoralizing the victims of the Soledad and Attica Prison riots. The article honors their memory, and commerates them as martyrs for civil rights.",Chestyn Everett,,1974.11,,"Black Panthers, Incarceration, SNCC","Soledad, California",,,,Google Books,Johnson Publishing,1974.11.40.24.01,,1974.11.40.24.01,,,Image;StillImage,
blackworld134,https://books.google.com/books?id=t7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA44#v=onepage&q&f=false,,In Defense of Delbert Tibbs,application/pdf,"A report on the arrest of Delbert Tibbs, a writer who was accused of murder and rape of a white father and daughter. The report calls for readers to contribute to Tibbs' legal defence fund.",,,1974.11,,Incarceration,"Fort Myers, Florida",,,,Google Books,Johnson Publishing,1974.11.44.24.01,,1974.11.44.24.01,,,Image;StillImage,
blackworld135,https://books.google.com/books?id=t7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA44#v=onepage&q&f=false,,A Poem,application/pdf,A poem about poetry,Delbert Tibbs,,1974.11,,"Incarceration, Poetry","Ocala, Florida",,,,Google Books,Johnson Publishing,1974.11.44.24.01,,1974.11.44.24.01,,,Image;StillImage,
blackworld136,https://books.google.com/books?id=t7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA45#v=onepage&q&f=false,,Writers Confab at Howard U,application/pdf,"An announcement of a conference for African American writers at Howard University, where speakers included Ishmael Reed, Maya Angelou, Mari Evans and others.",,,1974.11,,"Black Writers, HBCUs",Washington DC,,,,Google Books,Johnson Publishing,1974.11.45.24.01,,1974.11.45.24.01,,,Image;StillImage,
blackworld137,https://books.google.com/books?id=t7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA46#v=onepage&q&f=false,,message,application/pdf,A poem about the African Diaspora,Wilmette Brown,,1974.11,,"African Diaspora Studies, Poetry","Bristol, England",,,,Google Books,Johnson Publishing,1974.11.46.24.01,,1974.11.46.24.01,,,Image;StillImage,
blackworld138,https://books.google.com/books?id=t7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA47#v=onepage&q&f=false,,voices from the diaspora home,application/pdf,"A poem about slavery, the trans-atlantic slave trade adn the African Diaspora.",Wilmette Brown,,1974.11,,"African Diaspora, Poetry, African History","Bristol, England",,,,Google Books,Johnson Publishing,1974.11.47.24.01,,1974.11.47.24.01,,,Image;StillImage,
blackworld139,https://books.google.com/books?id=t7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA48#v=onepage&q&f=false,,Guinea-Bissau,application/pdf,"This article is about the new found independence of Guinea-Bissau, which was relinquished from Portuguese control in 1973. The article delves into what the country is like: the economy, geography, culture,",,,1974.11,,"African History, Portuguese Africa,","Bissau, Guinea-Bissau",,,,Google Books,Johnson Publishing,1974.11.48.24.01,,1974.11.48.24.01,,,Image;StillImage,
blackworld140,https://books.google.com/books?id=t7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA49#v=onepage&q&f=false,,AUDELCO Theatre Awards,application/pdf,An announcement of the second annual AUDELCO theatre awards in New York City.,,,1974.11,,Theatre,"New York City, New York",,,,Google Books,Johnson Publishing,1974.11.49.24.01,,1974.11.49.24.01,,,Image;StillImage,
blackworld141,https://books.google.com/books?id=t7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA49#v=onepage&q&f=false,,Seventh Annual Conference on Afro-American Studies,application/pdf,An announcement of the seventh annual conference on Afro-American studies will take place at Atlanta University.,,,1974.11,,African American studies,"Atlanta, Georgia",,,,Google Books,Johnson Publishing,1974.11.49.24.01,,1974.11.49.24.01,,,Image;StillImage,
blackworld142,https://books.google.com/books?id=t7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA49#v=onepage&q&f=false,,CORE and Publisher to Co-Publish Book,application/pdf,An announcement of the publication of an upcoming book by CORE Publishing about 100 Black people who have changed the world.,,,1974.11,,African American History,"Los Angeles, California",,,,Google Books,Johnson Publishing,1974.11.49.24.01,,1974.11.49.24.01,,,Image;StillImage,
blackworld143,https://books.google.com/books?id=t7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA50#v=onepage&q&f=false,,In Memoriam,application/pdf,"A obituary for Frank S. Horne, President of Fort Valley State College.",,,1974.11,,HBCUs,"Fort Valley, Florida",,,,,Johnson Publishing,Google Books,,Google Books,,,Image;StillImage,
blackworld144,https://books.google.com/books?id=t7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA51#v=onepage&q&f=false,,Frantz Fanon: A Critical Study,application/pdf,"A book review of Irene Genzier's biography of Frantz Fanon. Walters concludes while Genzier has a good portrait of Fanon as a psychologist, she undervalues his work as an anti-racist activist and his understanding of systems of oppression.",,,1974.11,,"Psychology, Caribbean History","Fort-de-France, Martinique",,,,Google Books,Johnson Publishing,1974.11.51.24.01,,1974.11.51.24.01,,,Image;StillImage,
blackworld145,https://books.google.com/books?id=t7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA54#v=onepage&q&f=false,,The Crossing,application/pdf,A short story about a couple on vacation.,Eileen Cherry,,1974.11,,Short Story,"Chicago, Illinois",,,,Google Books,Johnson Publishing,1974.11.54.24.01,,1974.11.54.24.01,,,Image;StillImage,
blackworld146,https://books.google.com/books?id=t7IDAAAAMBAJ&lpg=PA1&rview=1&pg=PA73#v=onepage&q&f=false,,Black Poetry in America: The Dark Tower,application/pdf,"A book review of two books, Black Poetry in America by Blyden Jackson and Louis Rubin, and From the Dark Tower by Arthur Davis. Black Poetry in America is a history of African American poetry, while From the Dark Tower is a history of African American literature in general. Randall is postive towards both books, but wishes Davis included authors from the 1960s in his work.",Dudley Randall,,1974.11,,"Book Reviews, African American Literature","Detroit, Michigan",,,,Google Books,Johnson Publishing,1974.11.73.24.01,,1974.11.73.24.01,,,Image;StillImage,
